"","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Nectar_presence_absence"
"Mentha arvensis","Lamiales","Lamiaceae","Mentha","Mentha arvensis","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",80,25,30,3.4,5.5,6.25,4,"herb","Perennial",0.5,"yes"
"Mentha haplocalyx","Lamiales","Lamiaceae","Mentha","Mentha canadensis","Hermaphrodite","self_compatible","low",15.7968545454545,"Tube","zygomorphic",150,35,15,3.4,5.5,6.25,4,"herb","Perennial",0.5,"yes"
"Mentha pulegium","Lamiales","Lamiaceae","Mentha","Mentha pulegium","Hermaphrodite","self_compatible","low",18.0211375,"Tube","zygomorphic",300,30,30,2.5,6,6,4,"herb","Perennial",0.25,"yes"
"Mentzelia_albescens","Cornales","Loasaceae","Mentzelia","Mentzelia albescens","Hermaphrodite","self_compatible","low",20.5166333333333,"Campanulate","actinomorphic",20,5,7.45,7.45,1.65,6.25,4,"herb","Short lived",0.5,"no"
"Mentzelia aspera","Cornales","Loasaceae","Mentzelia","Mentzelia aspera","Hermaphrodite","self_compatible","low",16.3705,"Open","actinomorphic",50,10,15,15,5,5,6,"herb","Short lived",0.5,"no"
"Mertensia virginica","Boraginales","Boraginaceae","Mertensia","Mertensia virginica","Hermaphrodite","self_compatible","low",11.52665,"Funnelform","actinomorphic",15,15,150,21,30,2.45,4,"herb","Perennial",0.5,"yes"
"Miconia ciliata","Myrtales","Melastomataceae","Miconia","Miconia ciliata","Hermaphrodite","self_incompatible","low",0,"Open","actinomorphic",75,75,50,5,2,1.25,104.39,"shrub","Perennial",4,"no"
"Miconia robinsoniana","Myrtales","Melastomataceae","Miconia","Miconia robinsoniana","Hermaphrodite","self_incompatible","none",0,"Open","zygomorphic",200,60,100,13,2,4,270,"shrub","Perennial",3.5,"yes"
"Miconia stephananthera","Myrtales","Melastomataceae","Miconia","Miconia stephananthera","Hermaphrodite","self_compatible","low",13.45835,"Open","actinomorphic",200,200,70,1.1,1.1,5,270,"shrub","Perennial",1.5,"yes"
"Saxifraga nivalis","Saxifragales","Saxifragaceae","Micranthes","Micranthes nivalis","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",10,10,20,6.5,2.1,1,150,"herb","Perennial",0.065,"yes"
"Microseris lanceolata","Asterales","Asteraceae","Microseris","Microseris lanceolata","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",5,1,17.5,17.5,5,5,20,"herb","Perennial",0.2,"yes"
"Microtea scabrida","Caryophyllales","Phytolaccaceae","Microtea","Microtea scabrida","Hermaphrodite","self_compatible","low",15.08769,"Open","actinomorphic",200,20,10,1,1,0.1,1,"vine","Perennial",0.75,"yes"
"Microula sikkimensis","Boraginales","Boraginaceae","Microula","Microula sikkimensis","Hermaphrodite","self_compatible","low",17.82035,"Tube","actinomorphic",30,5,18,6,6,3,4,"herb","Short lived",0.355,"yes"
"Mikania psilotachya","Asterales","Asteraceae","Mikania","Mikania psilostachya","Hermaphrodite","partially_self_compatible","low",9.73685,"Capitulum","actinomorphic",30000,500,100,3,6.4,7.1,5,"vine","Perennial",4.56816666666667,"yes"
"Mimosa camporum","Fabales","Fabaceae","Mimosa","Mimosa camporum","Hermaphrodite","self_compatible","low",7.47,"Brush","actinomorphic",500,50,50,50,29.1,7.5,6.5,"herb","Short lived",0.35,"yes"
"Mimosa hexandra","Fabales","Fabaceae","Mimosa","Mimosa hexandra","Hermaphrodite","self_compatible","low",12.7076375,"Tube","actinomorphic",1600,40,50,1,2,7.5,6.5,"shrub","Perennial",2,"yes"
"Mimosa sensibilis","Fabales","Fabaceae","Mimosa","Mimosa sensibilis","Hermaphrodite","self_compatible","low",12.6145208333333,"Brush","actinomorphic",1000,25,50,1,2,7.5,6.5,"shrub","Perennial",1.25,"no"
"Mimulus alatus","Lamiales","Phrymaceae","Mimulus","Mimulus alatus","Hermaphrodite","self_compatible","low",12.651225,"Tube","zygomorphic",10,2,50,11,22.5,7,159.4937,"herb","Perennial",0.75,"yes"
"Mimulus moschatus","Lamiales","Phrymaceae","Mimulus","Mimulus moschatus","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",2,2,50,17,20,8.5,290,"herb","Perennial",0.2,"yes"
"Mimulus ringens","Lamiales","Phrymaceae","Mimulus","Mimulus ringens","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",10,1,60,10,15,13,6000,"herb","Perennial",0.6,"yes"
"Mimusops erythroxylon","Ericales","Sapotaceae","Mimusops","Mimusops erythroxylon","Hermaphrodite","partially_self_compatible","low",10.0412666666667,"Tube","actinomorphic",4820.95,5,40,15,10,5,7,"tree","Perennial",16,"no"
"Mimusops sechellarum","Ericales","Sapotaceae","Mimusops","Mimusops sechellarum","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",9604.05892857143,15,40,15,8,4,7,"tree","Perennial",16,"yes"
"Mirabilis jalapa","Caryophyllales","Nyctaginaceae","Mirabilis","Mirabilis jalapa","Hermaphrodite","self_compatible","medium",57,"Tube","actinomorphic",50,15,35,35,45,37.5,1,"herb","Perennial",0.5,"yes"
"Oxybaphus_obatus","Caryophyllales","Nyctaginaceae","Mirabilis","Mirabilis ovata","Hermaphrodite","self_compatible","low",11.6790333333333,"Campanulate","actinomorphic",50,3,20,10,10,18,1,"herb","Perennial",0.5,"yes"
"Molinaea alternifolia","Sapindales","Sapindaceae","Molinaea","Molinaea arborea","Monoecious","monoecious","none",0,"Open","actinomorphic",15623.0357142857,150,40,5.5,5.5,0.5,3,"tree","Perennial",10,"yes"
"Molinaea macrantha","Sapindales","Sapindaceae","Molinaea","Molinaea macrantha","Monoecious","monoecious","none",0,"Open","actinomorphic",500,40,40,5.5,5.5,0.5,3,"shrub","Perennial",10,"yes"
"Mollugo flavescens","Caryophyllales","Molluginaceae","Mollugo","Mollugo flavescens","Hermaphrodite","self_compatible","high",88,"Campanulate","actinomorphic",100,20,150,31.12,2,3,30,"herb","Short lived",0.25,"yes"
"Mollugo snodgrassii","Caryophyllales","Molluginaceae","Mollugo snodgrassii","Mollugo snodgrassii","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",10,2,8,8,2,2,30,"herb","Perennial",0.25,"yes"
"Mollugo verticillata","Caryophyllales","Molluginaceae","Mollugo","Mollugo verticillata","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",35,30,20,4.5,1.5,0.4,30,"herb","Short lived",0.15,"yes"
"Mormordica charantia","Cucurbitales","Cucurbitaceae","Momordica","Momordica charantia","Monoecious","monoecious","none",0,"Open","actinomorphic",10,1,32,32,5,2.5,48,"vine","Short lived",2.5,"yes"
"Monarda bradburiana","Lamiales","Lamiaceae","Monarda","Monarda bradburiana","Hermaphrodite","self_compatible","low",14.379375,"Tube","zygomorphic",14,14,75,30,30,30,4,"herb","Perennial",0.45,"yes"
"Neopaxia australasica","Caryophyllales","Montiaceae","Montia","Montia australasica","Hermaphrodite","self_compatible","low",14.44335,"Open","actinomorphic",15,1,9,9,4.5,2,4.5,"herb","Perennial",0.15,"yes"
"Montricharida arborescens","Alismatales","Araceae","Montrichardia","Montrichardia arborescens","Monoecious","monoecious","low",13,"Spike","zygomorphic",60,60,14.1,1,1,0.1,1,"shrub","Perennial",2.25,"no"
"Monttea_aphylla","Lamiales","Plantaginaceae","Monttea","Monttea aphylla","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",250,12,54,18,15.5,6,1,"shrub","Perennial",1.5,"no"
"Morina nepalensis","Dipsacales","Caprifoliaceae","Morina","Morina nepalensis","Hermaphrodite","self_compatible","low",14.7299,"Tube","zygomorphic",60,60,35,12.5,22,15,1,"herb","Perennial",0.3,"yes"
"Morinda citrifolia","Gentianales","Rubiaceae","Morinda","Morinda citrifolia","Hermaphrodite","self_compatible","low",11.313275,"Tube","actinomorphic",1200,60,50,10,15,15,2,"tree","Perennial",6.5,"yes"
"Morinda umbellata","Gentianales","Rubiaceae","Morinda","Morinda umbellata","Dioecious","self_compatible","low",12.495,"Tube","actinomorphic",500,30,10,2.2,2.2,2,2,"vine","Perennial",10,"yes"
"Mosla dianthera","Lamiales","Lamiaceae","Mosla","Mosla dianthera","Hermaphrodite","self_compatible","low",20.5917,"Tube","zygomorphic",100,20,15,4,3.1,4,3.1,"herb","Short lived",0.15,"yes"
"Muehlenbeckia axillaris","Caryophyllales","Polygonaceae","Muehlenbeckia","Muehlenbeckia axillaris","Dioecious","dioecious","none",0,"Open","actinomorphic",100,3,15,5.1,0.6,1,1,"shrub","Perennial",0.25,"yes"
"Muehlenbeckia complexa","Caryophyllales","Polygonaceae","Muehlenbeckia","Muehlenbeckia complexa","Dioecious","dioecious","none",0,"Open","actinomorphic",150,3,15,3.5,0.5,1,1,"vine","Perennial",2.75,"yes"
"Junellia_aspera","Lamiales","Verbenaceae","Mulguraea","Mulguraea aspera","Hermaphrodite","self_compatible","low",13.7508857142857,"Tube","actinomorphic",100,15,15,5,10,6,4,"shrub","Perennial",1,"yes"
"Arabis dentata","Brassicales","Brassicaceae","Murbeckiella","Murbeckiella pinnatifida","Hermaphrodite","self_compatible","medium",55.6241666666667,"Tube","actinomorphic",75,5,10,1.5,2.1,0.25,29,"herb","Short lived",0.15,"yes"
"Commelina nudiflora","Commelinales","Commelinaceae","Murdannia","Murdannia nudiflora","Hermaphrodite","self_compatible","high",96,"Open","actinomorphic",15,1,9,9,1.5,0.9,6,"herb","Short lived",0.15,"no"
"Musa balbisiana","Zingiberales","Musaceae","Musa","Musa balbisiana","Monoecious","monoecious","none",0,"Tube","actinomorphic",60,60,100,10,40,40,250,"herb","Perennial",4,"yes"
"Musaenda parviflora","Gentianales","Rubiaceae","Mussaenda","Mussaenda parviflora","Dioecious","self_incompatible","none",0,"Tube","actinomorphic",35,5,50,11.35,13.4,13,929.5,"shrub","Perennial",4,"yes"
"Mycelis muralis","Asterales","Asteraceae","Mycelis","Mycelis muralis","Hermaphrodite","self_compatible","high",88,"Capitulum","actinomorphic",70,70,7.5,7.5,13.5,13.5,5,"herb","Perennial",0.55,"yes"
"Myosotis alpestris","Boraginales","Boraginaceae","Myosotis","Myosotis alpestris","Hermaphrodite","self_compatible","medium",50.5,"Tube","actinomorphic",15,15,30,10,10,3.25,4,"herb","Perennial",0.125,"yes"
"Myosotis palustris","Boraginales","Boraginaceae","Myosotis","Myosotis scorpioides","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",40,40,27,9,1.5,2.25,4,"herb","Perennial",0.4,"yes"
"Myosotis virginica","Boraginales","Boraginaceae","Myosotis","Myosotis verna","Hermaphrodite","partially_self_compatible","low",14.0011733333333,"Tube","actinomorphic",30,8,10,1.5,1,0.5,4,"herb","Short lived",0.2,"yes"
"Myosurus minimus","Ranunculales","Ranunculaceae","Myosurus","Myosurus minimus","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",25,1,6.5,6.5,1,0.45,400,"herb","Short lived",0.75,"yes"
"Myrsine segttinii","Ericales","Primulaceae","Myrsine","Myrsine seguinii","Hermaphrodite","partially_self_compatible","low",9.2402619047619,"Open","actinomorphic",3500,35,15,3,1,1,3,"tree","Perennial",7,"no"
"Mirtus communis","Myrtales","Myrtaceae","Myrtus","Myrtus communis","Hermaphrodite","self_compatible","medium",49,"Open","actinomorphic",500,3,25,25,3.75,15,72,"shrub","Perennial",2.5,"no"
"Prenanthes aspera","Asterales","Asteraceae","Nabalus","Nabalus asper","Monoecious","monoecious","none",0,"Capitulum","actinomorphic",18,18,80,38,20,14,9.1,"herb","Perennial",0.75,"yes"
"Prenanthes crepidinea","Asterales","Asteraceae","Nabalus","Nabalus crepidineus","Hermaphrodite","self_compatible","low",17.4124333333333,"Capitulum","actinomorphic",45,15,75,16,16,20,9,"herb","Perennial",1.8,"yes"
"Nelumbo lutea","Proteales","Nelumbonaceae","Nelumbo","Nelumbo lutea","Hermaphrodite","self_compatible","low",18.3,"Open","actinomorphic",1,1,150,150,40,0.5,24.9,"herb","Perennial",1.35,"no"
"Phebalium ovatifolium","Sapindales","Rutaceae","Nematolepis","Nematolepis ovatifolia","Hermaphrodite","self_compatible","low",16.9131,"Open","actinomorphic",50,2,50,10,1,2,10,"shrub","Perennial",0.5,"yes"
"Nemopanthus mucronata","Aquifoliales","Aquifoliaceae","Nemopanthus","Nemopanthus mucronatus","Dioecious","dioecious","none",0,"Open","actinomorphic",35,1,75,5.1,2.5,0.1,24.5,"shrub","Perennial",2.4,"yes"
"Nepenthes pervillei","Caryophyllales","Nepenthaceae","Nepenthes","Nepenthes pervillei","Dioecious","dioecious","none",0,"Tube","actinomorphic",1,1,19.1,19.1,28.2,1,24,"vine","Perennial",5.1,"yes"
"Nepeta cataria","Lamiales","Lamiaceae","Nepeta","Nepeta cataria","Hermaphrodite","self_compatible","medium",63.7,"Tube","zygomorphic",50,50,35,4.25,8.5,7.1,4,"herb","Perennial",0.6,"yes"
"Nepeta laevigata","Lamiales","Lamiaceae","Nepeta","Nepeta laevigata","Hermaphrodite","self_compatible","medium",50.5,"Tube","zygomorphic",60,60,12,4,10,10,4,"herb","Perennial",0.575,"yes"
"Nepeta stewartiana","Lamiales","Lamiaceae","Nepeta","Nepeta stewartiana","Hermaphrodite","self_compatible","medium",50.5,"Tube","zygomorphic",40,40,30,15,22.5,10,4,"herb","Perennial",1,"yes"
"Nephrosperma vanhoutteanum","Arecales","Arecaceae","Nephrosperma","Nephrosperma vanhoutteanum","Monoecious","monoecious","none",0,"Spike","actinomorphic",1400,1400,300,3,1,1,1500,"tree","Perennial",7.5,"yes"
"Neptunia plena","Fabales","Fabaceae","Neptunia","Neptunia plena","Hermaphrodite","self_compatible","low",14.00595,"Campanulate","actinomorphic",200,40,20,1,10,6,19.1,"herb","Perennial",1,"yes"
"Nolana galapagensis","Solanales","Solanaceae","Nolana","Nolana galapagensis","Hermaphrodite","self_compatible","high",88,"Tube","actinomorphic",5000,5,50,8,16,7,30,"shrub","Perennial",1,"yes"
"Northea hornei","Ericales","Sapotaceae","Northea","Northia seychellana","Hermaphrodite","self_compatible","low",8.57001666666666,"Campanulate","actinomorphic",500,50,50,12,6.5,8,5,"tree","Perennial",12,"yes"
"Nothoscordum bivalve","Asparagales","Amaryllidaceae","Nothoscordum","Nothoscordum bivalve","Hermaphrodite","self_compatible","high",80,"Open","actinomorphic",15,5,15,3.5,0.7,3.25,18,"herb","Perennial",0.125,"yes"
"Notopora schomburgkii","Ericales","Ericaceae","Notopora","Notopora schomburgkii","Hermaphrodite","self_incompatible","low",1.5,"Tube","actinomorphic",3563.8125,95.9,150,5,15,15,71.2505,"shrub","Perennial",2.5991125,"yes"
"Nymphaea advena","Nymphaeales","Nymphaeaceae","Nuphar","Nuphar advena","Hermaphrodite","partially_self_compatible","none",0,"Open","actinomorphic",20,1,40,40,24,0,300,"herb","Perennial",0.75,"yes"
"Castalia tuberosa","Nymphaeales","Nymphaeaceae","Nymphaea","Nymphaea odorata","Hermaphrodite","self_compatible","low",16.8421166666667,"Open","actinomorphic",1,1,125,125,62.5,1.5,112.5,"herb","Perennial",0.225,"yes"
"Ochna kirkii","Malpighiales","Ochnaceae","Ochna","Ochna kirkii","Hermaphrodite","self_compatible","low",7.5493,"Open","actinomorphic",50,12,45,45,11.1,13,9,"shrub","Perennial",1.2,"no"
"Ochna mauritiana","Malpighiales","Ochnaceae","Ochna","Ochna mauritiana","Hermaphrodite","self_compatible","low",7.30724523809524,"Open","actinomorphic",120,10,100,19.1,5,1.5,9,"shrub","Perennial",4.75,"no"
"Ocotea laevigata","Laurales","Lauraceae","Ocotea","Ocotea laevigata","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",500,75,50,2,2,0.5,1,"tree","Perennial",6.96873809523809,"no"
"Oenothera biennis","Myrtales","Onagraceae","Oenothera","Oenothera biennis","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",5,5,120,37.5,60,42.5,536,"herb","Short lived",0.7,"yes"
"Oenothera fruticosa","Myrtales","Onagraceae","Oenothera","Oenothera fruticosa","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",5,5,120,29.1,10,15,148,"herb","Perennial",0.45,"yes"
"Olea lancea","Lamiales","Oleaceae","Olea","Olea lancea","Hermaphrodite","partially_self_compatible","low",7.96416666666666,"Open","actinomorphic",6000,60,30,4,0.5,0.5,4,"tree","Perennial",4,"no"
"Olearia bullata","Asterales","Asteraceae","Olearia","Olearia bullata","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1000,12,50,13,7.5,4.35,9.5,"shrub","Perennial",2,"yes"
"Olearia phlogopappa","Asterales","Asteraceae","Olearia","Olearia phlogopappa","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",25,25,100,22.5,8,8,9.5,"shrub","Perennial",0.75,"yes"
"Olearia virgata","Asterales","Asteraceae","Olearia","Olearia virgata","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",3600,10,40,4,1,4,9.5,"tree","Perennial",4,"yes"
"Omphalodes japonica","Boraginales","Boraginaceae","Omphalodes","Omphalodes japonica","Hermaphrodite","self_compatible","low",13.9511757142857,"Open","actinomorphic",25,5,9,9,2,0.5,4,"herb","Perennial",0.14,"yes"
"Onosma confertum","Boraginales","Boraginaceae","Onosma","Onosma confertum","Hermaphrodite","self_compatible","low",15.7306190476191,"Tube","actinomorphic",50,5,20,7.5,14.5,15.5,4,"herb","Perennial",0.5,"yes"
"Opuntia echios","Caryophyllales","Cactaceae","Opuntia","Opuntia echios","Hermaphrodite","self_compatible","high",100,"Open","actinomorphic",100,1,67.47,67.47,25.33,26.5,300,"tree","Perennial",2.75,"yes"
"Opuntia bergeriana","Caryophyllales","Cactaceae","Opuntia","Opuntia elatior","Hermaphrodite","self_compatible","low",12.237025,"Open","actinomorphic",30,1,40,40,20,22.5,270,"shrub","Perennial",2,"yes"
"Opuntia galapageia","Caryophyllales","Cactaceae","Opuntia","Opuntia galapageia","Hermaphrodite","self_compatible","low",12.5721625,"Open","actinomorphic",75,1,100,100,25,22.5,270,"tree","Perennial",4.5,"yes"
"Opuntia helleri","Caryophyllales","Cactaceae","Opuntia","Opuntia helleri","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",50,1,42.5,42.5,60,22.5,270,"shrub","Perennial",1,"yes"
"Opuntia megasperma","Caryophyllales","Cactaceae","Opuntia","Opuntia megasperma","Hermaphrodite","self_compatible","low",13.75005,"Open","actinomorphic",50,1,82.5,82.5,95,31,270,"shrub","Perennial",3,"yes"
"Opuntia stricta","Caryophyllales","Cactaceae","Opuntia","Opuntia stricta","Hermaphrodite","self_compatible","medium",63,"Open","actinomorphic",100,1,70,70,25,17.5,270,"herb","Perennial",0.26,"yes"
"Opuntia sulphurea","Caryophyllales","Cactaceae","Opuntia","Opuntia sulphurea","Hermaphrodite","self_compatible","low",13.779875,"Open","actinomorphic",50,1,52.5,52.5,32.5,45,270,"shrub","Perennial",0.18,"yes"
"Origanum vulgare","Lamiales","Lamiaceae","Origanum","Origanum vulgare","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",100,15,35,4,7.5,18.5,4,"herb","Perennial",0.5,"yes"
"Orites lancifolia","Proteales","Proteaceae","Orites","Orites lancifolius","Hermaphrodite","self_compatible","low",12.4221875,"Tube","actinomorphic",9500,30,40,5,4.1,8,2,"shrub","Perennial",1,"yes"
"Orixa japonica","Sapindales","Rutaceae","Orixa","Orixa japonica","Dioecious","dioecious","none",0,"Open","actinomorphic",1000,15,50,5.5,2,1,4,"vine","Perennial",1.5,"yes"
"Ormocaipum cochinchinense","Fabales","Fabaceae","Ormocarpum","Ormocarpum cochinchinense","Hermaphrodite","self_compatible","low",15.8866444444444,"Papilionaceous","zygomorphic",10,1,17,17,17,18.5,6,"tree","Perennial",3.75,"yes"
"Orobanche uniflora","Lamiales","Orobanchaceae","Orobanche","Orobanche uniflora","Hermaphrodite","self_compatible","low",19.0224833333333,"Tube","zygomorphic",5,1,8.5,8.5,23.5,7,12,"herb","Short lived",0.125,"yes"
"Osmorrhiza longistylis","Apiales","Apiaceae","Osmorhiza","Osmorhiza longistylis","Hermaphrodite","self_compatible","low",14.50945,"Open","actinomorphic",60,60,50,3,2,3,2,"herb","Perennial",0.55,"yes"
"Osterium sieboldii","Apiales","Apiaceae","Ostericum","Ostericum sieboldii","Hermaphrodite","self_compatible","low",14.8093553571429,"Open","actinomorphic",200,200,75,2.5,0.5,0.5,2,"herb","Perennial",1,"yes"
"Ourisia caespitosa","Lamiales","Plantaginaceae","Ourisia","Ourisia caespitosa","Hermaphrodite","partially_self_compatible","low",4,"Open","zygomorphic",100,1,25,25,25,5.3,224,"herb","Perennial",0.75,"yes"
"Ourisia macrocarpa","Lamiales","Plantaginaceae","Ourisia","Ourisia macrocarpa","Hermaphrodite","self_compatible","medium",33,"Open","actinomorphic",20,7,100,25.6,24.2,5.3,224,"herb","Perennial",0.5,"yes"
